SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
372,1/31/2020,Taiwan,Taiwan,1/31/2020 23:59,10,0,0
373,1/31/2020,Qinghai,Mainland China,1/31/2020 23:59,8,0,0
374,1/31/2020,Macau,Macau,1/31/2020 23:59,7,0,0
375,1/31/2020,Tibet,Mainland China,1/31/2020 23:59,1,0,0
376,1/31/2020,Bavaria,Germany,1/31/2020 23:59,5,0,0
377,1/31/2020,New South Wales,Australia,1/31/2020 23:59,4,0,2
378,1/31/2020,,United Arab Emirates,1/31/2020 23:59,4,0,0
379,1/31/2020,Victoria,Australia,1/31/2020 23:59,3,0,0
380,1/31/2020,Illinois,US,1/31/2020 23:59,2,0,0
381,1/31/2020,California,US,1/31/2020 23:59,2,0,0
382,1/31/2020,Ontario,Canada,1/31/2020 23:59,2,0,0
383,1/31/2020,Queensland,Australia,1/31/2020 23:59,2,0,0
384,1/31/2020,Washington,US,1/31/2020 23:59,1,0,0
385,1/31/2020,Arizona,US,1/31/2020 23:59,1,0,0
386,1/31/2020,British Columbia,Canada,1/31/2020 23:59,1,0,0
387,2/1/2020,Hubei,Mainland China,2/1/2020 11:53,7153,249,168
388,2/1/2020,Zhejiang,Mainland China,2/1/2020 10:53,599,0,21
389,2/1/2020,Guangdong,Mainland China,2/1/2020 14:23,535,0,14
390,2/1/2020,Henan,Mainland China,2/1/2020 1:52,422,2,3
391,2/1/2020,Hunan,Mainland China,2/1/2020 11:03,389,0,8
392,2/1/2020,Anhui,Mainland China,2/1/2020 13:33,297,0,5
393,2/1/2020,Jiangxi,Mainland China,2/1/2020 1:52,286,0,9
394,2/1/2020,Chongqing,Mainland China,2/1/2020 8:43,247,1,3
395,2/1/2020,Sichuan,Mainland China,2/1/2020 1:52,207,1,3
396,2/1/2020,Shandong,Mainland China,2/1/2020 7:51,206,0,3
397,2/1/2020,Jiangsu,Mainland China,2/1/2020 14:03,202,0,6
398,2/1/2020,Shanghai,Mainland China,2/1/2020 6:05,169,1,10
399,2/1/2020,Beijing,Mainland China,2/1/2020 9:17,168,1,9
400,2/1/2020,Fujian,Mainland China,2/1/2020 5:37,144,0,0
401,2/1/2020,Shaanxi,Mainland China,2/1/2020 5:37,101,0,0
402,2/1/2020,Guangxi,Mainland China,2/1/2020 1:52,100,0,2
403,2/1/2020,Hebei,Mainland China,2/1/2020 1:52,96,1,0
404,2/1/2020,Yunnan,Mainland China,2/1/2020 15:53,93,0,2
405,2/1/2020,Heilongjiang,Mainland China,2/1/2020 10:33,80,2,2
406,2/1/2020,Liaoning,Mainland China,2/1/2020 15:23,64,0,1
407,2/1/2020,Hainan,Mainland China,2/1/2020 8:43,62,1,1
408,2/1/2020,Shanxi,Mainland China,2/1/2020 1:52,47,0,1
409,2/1/2020,Tianjin,Mainland China,2/1/2020 15:43,41,0,0
410,2/1/2020,Gansu,Mainland China,2/1/2020 15:43,40,0,0
411,2/1/2020,Guizhou,Mainland China,1/31/2020 15:20,29,0,2
412,2/1/2020,Ningxia,Mainland China,2/1/2020 2:13,26,0,0
413,2/1/2020,Inner Mongolia,Mainland China,2/1/2020 5:37,23,0,1
414,2/2/2020,Hubei,Mainland China,2020-02-02T23:43:02,11177,350,295
415,2/2/2020,Zhejiang,Mainland China,2020-02-02T18:03:05,661,0,32
416,2/2/2020,Guangdong,Mainland China,2020-02-02T18:03:05,632,0,15
417,2/2/2020,Henan,Mainland China,2020-02-02T18:03:05,493,2,10
418,2/2/2020,Hunan,Mainland China,2020-02-02T18:03:05,463,0,16
419,2/2/2020,Anhui,Mainland China,2020-02-02T18:03:05,340,0,7
420,2/2/2020,Jiangxi,Mainland China,2020-02-02T18:03:05,333,0,12
421,2/2/2020,Chongqing,Mainland China,2020-02-02T23:33:02,300,2,7
422,2/2/2020,Jiangsu,Mainland China,2020-02-02T18:03:05,236,0,7
423,2/2/2020,Sichuan,Mainland China,2020-02-02T18:03:05,231,1,11
424,2/2/2020,Shandong,Mainland China,2020-02-02T18:03:05,230,0,6
425,2/2/2020,Beijing,Mainland China,2020-02-02T08:43:02,191,1,9
426,2/2/2020,Shanghai,Mainland China,2020-02-02T05:53:02,182,1,10
427,2/2/2020,Fujian,Mainland China,2020-02-02T03:43:01,159,0,0
428,2/2/2020,Shaanxi,Mainland China,2020-02-02T03:23:14,116,0,0
429,2/2/2020,Guangxi,Mainland China,2020-02-02T00:23:13,111,0,2
430,2/2/2020,Yunnan,Mainland China,2020-02-02T18:03:05,105,0,3
431,2/2/2020,Hebei,Mainland China,2020-02-02T02:53:02,104,1,3
432,2/2/2020,Heilongjiang,Mainland China,2020-02-02T03:23:14,95,2,2
433,2/2/2020,Liaoning,Mainland China,2020-02-02T18:03:05,70,0,1
434,2/2/2020,Shanxi,Mainland China,2020-02-02T23:23:13,66,0,3
435,2/2/2020,Hainan,Mainland China,2020-02-02T18:03:05,64,1,4
436,2/2/2020,Gansu,Mainland China,2020-02-02T23:43:02,51,0,3
437,2/2/2020,Tianjin,Mainland China,2020-02-02T09:43:01,48,0,1
438,2/2/2020,Guizhou,Mainland China,2020-02-02T01:03:32,38,0,2
439,2/2/2020,Ningxia,Mainland China,2020-02-02T01:43:02,28,0,0
440,2/2/2020,Inner Mongolia,Mainland China,2020-02-02T03:43:01,27,0,1
441,2/2/2020,Jilin,Mainland China,2020-02-02T02:33:02,23,0,1
442,2/2/2020,Xinjiang,Mainland China,2020-02-02T00:43:02,21,0,0
443,2/3/2020,"Boston, MA",US,2020-02-01T19:43:03,1,0,0
444,2/3/2020,"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
445,2/3/2020,"Orange, CA",US,2020-02-01T19:53:03,1,0,0
446,2/3/2020,"Seattle, WA",US,2020-02-01T19:43:03,1,0,0
447,2/3/2020,"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0
448,2/4/2020,Hubei,Mainland China,2020-02-04T23:43:01,16678,479,522
449,2/4/2020,Zhejiang,Mainland China,2020-02-04T13:03:07,829,0,62
450,2/4/2020,Guangdong,Mainland China,2020-02-04T13:03:07,813,0,30
451,2/4/2020,Henan,Mainland China,2020-02-04T11:53:02,675,2,27
452,2/4/2020,Hunan,Mainland China,2020-02-04T14:03:03,593,0,31
453,2/4/2020,Anhui,Mainland China,2020-02-04T05:33:01,480,0,20
454,2/4/2020,Jiangxi,Mainland China,2020-02-04T14:43:02,476,0,20
455,2/4/2020,Chongqing,Mainland China,2020-02-04T23:43:01,366,2,9
456,2/4/2020,Jiangsu,Mainland China,2020-02-04T11:53:02,308,0,12
457,2/4/2020,Sichuan,Mainland China,2020-02-04T01:43:02,282,1,14
458,2/4/2020,Shandong,Mainland China,2020-02-04T12:03:04,275,0,11
459,2/4/2020,Beijing,Mainland China,2020-02-04T08:33:01,228,1,23
460,2/4/2020,Shanghai,Mainland China,2020-02-04T06:33:02,219,1,12
461,2/4/2020,Fujian,Mainland China,2020-02-04T12:13:11,194,0,3
462,2/4/2020,Heilongjiang,Mainland China,2020-02-04T07:43:01,155,2,4
463,2/4/2020,Shaanxi,Mainland China,2020-02-04T12:33:02,142,0,2
464,2/4/2020,Guangxi,Mainland China,2020-02-04T05:53:01,139,0,10
465,2/4/2020,Hebei,Mainland China,2020-02-04T08:53:01,126,1,4
466,2/4/2020,Yunnan,Mainland China,2020-02-04T23:23:02,122,0,5
467,2/4/2020,Liaoning,Mainland China,2020-02-04T14:13:08,81,0,2
468,2/4/2020,Shanxi,Mainland China,2020-02-04T23:23:02,81,0,4
469,2/4/2020,Hainan,Mainland China,2020-02-04T11:33:03,80,1,5
470,2/4/2020,Tianjin,Mainland China,2020-02-04T13:33:02,67,0,2
471,2/4/2020,Guizhou,Mainland China,2020-02-04T10:43:02,58,0,2
472,2/4/2020,Gansu,Mainland China,2020-02-04T15:43:02,57,0,4
473,2/4/2020,Jilin,Mainland China,2020-02-04T00:23:05,42,0,1
474,2/4/2020,Inner Mongolia,Mainland China,2020-02-04T03:03:07,35,0,1
475,2/4/2020,Ningxia,Mainland China,2020-02-04T02:13:18,34,0,1
476,2/4/2020,Xinjiang,Mainland China,2020-02-04T01:33:01,29,0,0
477,2/24/2020,From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0
478,2/24/2020,British Columbia,Canada,2020-02-21T05:23:04,6,0,0
479,2/24/2020,Queensland,Australia,2020-02-21T05:43:02,5,0,1
480,2/24/2020,New South Wales,Australia,2020-02-13T17:53:03,4,0,4
481,2/24/2020,Victoria,Australia,2020-02-13T17:53:03,4,0,4
482,2/24/2020,"Toronto, ON",Canada,2020-02-24T14:43:03,3,0,2
483,6/3/2020,Samara Oblast,Russia,6/4/2020 2:33,2770,23,1138
484,6/3/2020,San Andres y Providencia,Colombia,6/4/2020 2:33,17,0,15
485,6/3/2020,San Luis Potosi,Mexico,6/4/2020 2:33,1026,57,689
486,6/3/2020,San Martin,Peru,6/4/2020 2:33,1502,28,0
487,6/3/2020,Santa Catarina,Brazil,6/4/2020 2:33,10034,152,0
488,6/3/2020,Santander,Colombia,6/4/2020 2:33,84,4,47
489,6/3/2020,Sao Paulo,Brazil,6/4/2020 2:33,123483,8276,0
490,6/3/2020,Saratov Oblast,Russia,6/4/2020 2:33,3363,34,1288
491,6/3/2020,Sardegna,Italy,6/4/2020 2:33,1357,131,1080
492,6/3/2020,Saskatchewan,Canada,6/4/2020 2:33,647,11,602
493,6/3/2020,Schleswig-Holstein,Germany,6/4/2020 2:33,3106,146,2900
494,6/3/2020,Sergipe,Brazil,6/4/2020 2:33,7989,180,0
495,6/3/2020,Sevastopol*,Ukraine,6/4/2020 2:33,170,3,139
496,6/3/2020,Shaanxi,Mainland China,6/4/2020 2:33,309,3,305
497,6/3/2020,Shandong,Mainland China,6/4/2020 2:33,792,7,780
498,6/3/2020,Shanghai,Mainland China,6/4/2020 2:33,673,7,661
499,6/3/2020,Shanxi,Mainland China,6/4/2020 2:33,198,0,198
500,6/3/2020,Shiga,Japan,6/4/2020 2:33,100,1,92
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
